customer_id,gender,age_group,region_id,registration_date
C00673,Female,Adult,N,2024-03-30
C00674,Female,Young Adult,N,2023-12-20
C00675,Female,Elder,N,2022-08-22
C00676,Male,Young Adult,W,2022-01-24
C00677,Female,Young Adult,E,2024-11-15
C00678,Female,Teenager,N,2024-10-02
C00679,Female,Teenager,E,2023-06-06
C00680,Female,Adult,E,2022-01-17
C00681,Female,Young Adult,E,2022-09-02
C00682,Male,Adult,N,2023-12-19
C00683,Male,Teenager,W,2024-02-09
C00684,Female,Young Adult,S,2023-12-18
C00685,Male,Young Adult,E,2022-04-28
C00686,Female,Teenager,N,2022-01-09
C00687,Female,Young Adult,S,2023-08-21
C00688,Male,Young Adult,S,2022-01-23
C00689,Male,Adult,E,2022-08-28
C00690,Female,Young Adult,N,2022-01-27
C00691,Female,Adult,W,2024-09-10
C00692,Female,Adult,N,2022-07-18
C00693,Male,Teenager,E,2024-02-14
C00694,Female,Adult,W,2022-04-02
C00695,Female,Elder,E,2024-04-30
C00696,Female,Adult,E,2022-10-27
C00697,Male,Adult,E,2022-10-23
C00698,Female,Young Adult,S,2023-10-09
C00699,Female,Adult,W,2024-09-27
C00700,Male,Adult,N,2024-12-18
C00701,Female,Adult,E,2024-06-27
C00702,Female,Elder,E,2024-05-20
C00703,Male,Young Adult,S,2024-01-23
C00704,Female,Teenager,S,2022-12-08
C00705,Male,Adult,S,2022-03-03
C00706,Male,Adult,W,2024-02-15
C00707,Female,Young Adult,W,2023-09-17
C00708,Female,Young Adult,E,2022-09-13
C00709,Female,Teenager,E,2024-04-07
C00710,Female,Young Adult,W,2024-10-10
C00711,Male,Adult,N,2023-09-07
C00712,Female,Adult,N,2022-09-02
C00713,Male,Young Adult,E,2024-01-27
C00714,Female,Young Adult,W,2024-04-03
C00715,Female,Teenager,W,2024-02-19
C00716,Female,Young Adult,S,2024-01-02
C00717,Male,Adult,N,2024-05-27
C00718,Female,Elder,S,2023-05-31
C00719,Female,Adult,N,2023-04-19
C00720,Female,Teenager,N,2022-02-05
C00721,Female,Elder,W,2024-11-06
C00722,Male,Adult,N,2024-04-09
C00723,Female,Adult,W,2024-12-07
C00724,Male,Adult,S,2024-12-21
C00725,Male,Young Adult,E,2024-12-28
C00726,Male,Young Adult,N,2023-01-01
C00727,Male,Teenager,S,2024-08-02
C00728,Male,Young Adult,N,2024-09-02
C00729,Male,Young Adult,W,2023-03-07
C00730,Female,Adult,W,2024-05-08
C00731,Male,Adult,S,2022-08-18
C00732,Male,Adult,N,2023-01-05
C00733,Male,Teenager,W,2022-06-27
C00734,Female,Elder,S,2023-07-22
C00735,Female,Elder,N,2024-03-03
C00736,Male,Adult,E,2024-06-18
C00737,Female,Elder,W,2024-09-01
C00738,Male,Adult,N,2022-03-23
C00739,Male,Elder,N,2024-04-25
C00740,Female,Teenager,W,2024-02-01
C00741,Male,Young Adult,N,2023-09-10
C00742,Female,Young Adult,N,2025-01-02
C00743,Female,Young Adult,E,2024-10-30
C00744,Male,Young Adult,W,2022-08-04
C00745,Male,Adult,S,2022-10-17
C00746,Female,Adult,W,2023-03-21
C00747,Male,Adult,E,2024-07-11
C00748,Male,Young Adult,N,2023-07-06
C00749,Male,Adult,W,2022-07-12
C00750,Female,Adult,S,2022-10-16
C00751,Female,Young Adult,N,2023-08-06
C00752,Male,Adult,E,2024-05-06
C00753,Female,Young Adult,S,2024-02-20
C00754,Female,Young Adult,N,2024-06-14
C00755,Female,Elder,N,2024-07-08
C00756,Female,Young Adult,S,2023-07-18
C00757,Female,Adult,W,2022-01-13
C00758,Male,Elder,E,2024-09-13
C00759,Male,Adult,W,2022-12-06
C00760,Male,Teenager,N,2024-05-14
C00761,Female,Young Adult,N,2022-11-08
C00762,Female,Teenager,N,2024-01-03
C00763,Male,Adult,N,2022-12-05
C00764,Female,Young Adult,N,2022-10-27
C00765,Male,Young Adult,W,2022-12-25
C00766,Male,Elder,W,2022-06-18
C00767,Male,Adult,W,2024-01-31
C00768,Female,Young Adult,N,2024-02-07
C00769,Female,Adult,W,2024-09-08
C00770,Male,Adult,S,2022-02-11
C00771,Male,Teenager,N,2022-07-21
C00772,Male,Young Adult,W,2024-08-27
C00773,Male,Adult,E,2023-04-09
C00774,Female,Adult,N,2023-03-25
C00775,Female,Adult,S,2024-07-01
C00776,Male,Young Adult,N,2024-03-08
C00777,Male,Teenager,E,2024-03-04
C00778,Female,Young Adult,S,2023-03-13
C00779,Female,Young Adult,W,2023-06-15
C00780,Male,Young Adult,N,2023-07-19
C00781,Male,Teenager,S,2024-05-21
C00782,Male,Adult,E,2022-08-01
C00783,Female,Elder,E,2024-08-06
C00784,Female,Adult,S,2022-07-11
C00785,Female,Elder,E,2023-12-06
C00786,Male,Young Adult,W,2023-07-03
C00787,Male,Elder,W,2022-06-03
C00788,Female,Young Adult,W,2023-07-25
C00789,Female,Elder,W,2022-08-28
C00790,Male,Elder,E,2023-01-09
C00791,Female,Adult,W,2024-03-15
C00792,Female,Elder,S,2024-03-09
C00793,Male,Adult,S,2023-09-03
C00794,Female,Young Adult,S,2023-11-19
C00795,Male,Young Adult,S,2024-02-13
C00796,Male,Adult,N,2022-05-23
C00797,Male,Teenager,W,2022-09-29
C00798,Male,Adult,S,2023-03-02
C00799,Male,Elder,N,2022-02-15
C00800,Male,Young Adult,E,2022-04-05
C00801,Male,Adult,N,2022-03-05
C00802,Female,Elder,N,2023-02-17
C00803,Male,Elder,N,2024-10-29
C00804,Male,Elder,S,2023-04-04
C00805,Female,Adult,S,2023-04-15
C00806,Female,Elder,W,2024-03-20
C00807,Female,Adult,E,2023-05-21
C00808,Male,Young Adult,S,2025-01-01
C00809,Female,Adult,S,2022-03-25
C00810,Male,Adult,S,2022-02-28
C00811,Male,Young Adult,W,2024-11-10
C00812,Male,Adult,N,2024-07-06
C00813,Male,Adult,N,2022-06-06
C00814,Female,Young Adult,W,2023-07-30
C00815,Female,Adult,S,2024-04-16
C00816,Male,Adult,N,2023-11-11
C00817,Male,Adult,N,2022-07-22
C00818,Male,Teenager,W,2022-11-14
C00819,Female,Teenager,W,2023-02-10
C00820,Male,Young Adult,E,2024-09-12
C00821,Male,Elder,E,2024-08-06
C00822,Female,Young Adult,E,2024-12-29
C00823,Female,Adult,W,2023-05-10
C00824,Male,Young Adult,W,2023-11-10
C00825,Female,Young Adult,N,2024-04-14
C00826,Female,Adult,W,2022-07-13
C00827,Male,Adult,N,2022-11-04
C00828,Female,Teenager,N,2023-05-21
C00829,Male,Young Adult,E,2022-10-08
C00830,Female,Teenager,S,2023-11-06
C00831,Male,Adult,W,2024-07-21
C00832,Male,Adult,N,2023-12-16
C00833,Male,Teenager,E,2023-08-31
C00834,Female,Young Adult,W,2023-04-28
C00835,Male,Young Adult,W,2022-04-27
C00836,Female,Elder,N,2024-08-25
C00837,Male,Elder,S,2022-07-11
C00838,Male,Teenager,E,2024-02-27
C00839,Female,Adult,N,2023-09-10
C00840,Male,Young Adult,W,2023-05-31
C00841,Male,Young Adult,W,2022-11-03
C00842,Female,Adult,N,2023-06-16
C00843,Male,Elder,N,2022-05-02
C00844,Male,Elder,N,2023-10-11
C00845,Male,Adult,W,2023-08-15
C00846,Male,Young Adult,N,2024-05-19
C00847,Female,Adult,S,2022-02-28
C00848,Female,Young Adult,S,2022-10-28
C00849,Male,Adult,E,2023-07-07
C00850,Female,Young Adult,N,2023-02-03
C00851,Male,Adult,N,2023-05-30
C00852,Female,Young Adult,W,2024-03-15
C00853,Male,Young Adult,W,2023-05-13
C00854,Male,Elder,W,2024-07-30
C00855,Male,Teenager,N,2023-06-12
C00856,Male,Adult,S,2023-02-02
C00857,Male,Young Adult,E,2023-03-12
C00858,Male,Teenager,N,2024-04-19
C00859,Female,Teenager,W,2022-12-26
C00860,Male,Young Adult,E,2024-05-13
C00861,Female,Elder,N,2023-09-26
C00862,Male,Young Adult,W,2022-08-02
C00863,Female,Elder,W,2024-07-04
C00864,Female,Adult,N,2023-08-15
C00865,Female,Young Adult,E,2022-05-15
C00866,Male,Adult,S,2024-01-24
C00867,Male,Adult,S,2023-01-21
C00868,Female,Adult,N,2023-01-24
C00869,Male,Young Adult,E,2024-01-14
C00870,Female,Young Adult,W,2023-12-05
C00871,Male,Elder,E,2024-07-13
C00872,Female,Elder,N,2024-02-12
C00873,Female,Elder,E,2024-05-13
C00874,Male,Young Adult,S,2024-11-25
C00875,Female,Adult,W,2022-03-20
C00876,Male,Adult,S,2023-11-05
C00877,Female,Adult,N,2022-11-08
C00878,Female,Young Adult,N,2022-07-23
C00879,Male,Adult,W,2024-09-11
C00880,Male,Young Adult,N,2022-01-17
C00881,Male,Young Adult,W,2023-04-21
C00882,Female,Elder,N,2024-10-13
C00883,Male,Young Adult,S,2022-07-29
C00884,Female,Teenager,S,2023-05-14
C00885,Female,Teenager,W,2023-03-05
C00886,Male,Elder,W,2022-02-27
C00887,Male,Adult,N,2024-09-20
C00888,Female,Young Adult,S,2023-06-06
C00889,Female,Adult,N,2023-08-04
C00890,Male,Adult,E,2024-06-17
C00891,Male,Young Adult,S,2023-09-13
C00892,Male,Adult,W,2024-12-03
C00893,Male,Adult,W,2024-08-23
C00894,Male,Adult,S,2024-06-28
C00895,Female,Young Adult,E,2023-05-08
C00896,Female,Elder,W,2023-05-14
C00897,Female,Adult,W,2024-11-07
C00898,Female,Young Adult,N,2023-08-28
C00899,Male,Young Adult,S,2024-08-05
C00900,Male,Teenager,S,2022-10-21
C00901,Male,Young Adult,N,2022-06-21
C00902,Female,Adult,N,2023-06-15
C00903,Female,Teenager,N,2022-03-07
C00904,Male,Young Adult,E,2022-05-21
C00905,Male,Adult,N,2023-03-22
C00906,Female,Teenager,N,2022-07-08
C00907,Female,Elder,N,2022-06-07
C00908,Male,Young Adult,W,2023-11-01
C00909,Male,Young Adult,W,2022-09-03
C00910,Female,Young Adult,E,2024-05-05
C00911,Male,Young Adult,S,2024-08-01
C00912,Male,Teenager,W,2024-01-18
C00913,Male,Adult,N,2024-11-22
C00914,Female,Elder,N,2022-11-26
C00915,Female,Young Adult,N,2023-05-27
C00916,Female,Adult,N,2024-04-29
C00917,Female,Adult,S,2024-12-30
C00918,Female,Adult,W,2022-03-20
C00919,Female,Young Adult,E,2022-06-18
C00920,Female,Young Adult,S,2024-03-20
C00921,Male,Young Adult,W,2024-09-09
C00922,Male,Adult,N,2022-06-29
C00923,Male,Adult,N,2022-09-17
C00924,Male,Young Adult,E,2024-10-25
C00925,Male,Young Adult,E,2022-10-24
C00926,Male,Elder,N,2023-09-12
C00927,Male,Adult,S,2024-05-04
C00928,Female,Elder,E,2022-12-26
C00929,Female,Adult,E,2022-04-27
C00930,Male,Young Adult,E,2022-12-23
C00931,Male,Adult,S,2024-08-14
C00932,Female,Adult,N,2023-03-15
C00933,Male,Teenager,S,2023-06-06
C00934,Male,Adult,N,2022-07-18
C00935,Female,Adult,W,2024-12-09
C00936,Male,Young Adult,S,2023-11-01
C00937,Female,Adult,S,2024-11-19
C00938,Male,Adult,W,2022-01-31
C00939,Female,Elder,E,2024-10-04
C00940,Female,Teenager,S,2022-11-29
C00941,Female,Young Adult,W,2023-10-22
C00942,Male,Adult,W,2022-06-26
C00943,Female,Young Adult,E,2023-01-05
C00944,Male,Adult,N,2023-07-01
C00945,Male,Adult,E,2023-06-19
C00946,Male,Teenager,W,2022-04-07
C00947,Male,Adult,N,2022-08-18
C00948,Female,Adult,N,2022-08-15
C00949,Female,Young Adult,W,2023-01-06
C00950,Male,Elder,N,2022-02-24
C00951,Male,Adult,W,2023-02-28
C00952,Female,Adult,S,2022-11-11
C00953,Male,Adult,S,2022-02-01
C00954,Female,Adult,N,2022-04-03
C00955,Male,Elder,W,2023-06-03
C00956,Male,Adult,S,2024-05-02
C00957,Female,Adult,E,2024-01-22
C00958,Male,Elder,E,2023-02-20
C00959,Female,Young Adult,E,2023-07-11
C00960,Male,Adult,W,2023-01-01
C00961,Male,Young Adult,E,2023-08-22
C00962,Male,Young Adult,S,2022-11-27
C00963,Female,Young Adult,W,2023-11-20
C00964,Male,Elder,E,2022-01-11
C00965,Male,Elder,N,2024-03-28
C00966,Male,Adult,N,2023-02-23
C00967,Male,Adult,W,2024-06-29
C00968,Female,Adult,S,2022-12-14
C00969,Female,Elder,E,2024-08-15
C00970,Male,Adult,S,2023-02-16
C00971,Female,Young Adult,N,2022-06-02
C00972,Male,Young Adult,E,2022-04-02
C00973,Male,Adult,N,2022-11-27
C00974,Male,Adult,S,2024-08-12
C00975,Female,Young Adult,E,2024-08-27
C00976,Female,Teenager,S,2023-07-08
C00977,Female,Adult,E,2024-07-18
C00978,Female,Teenager,W,2022-07-13
C00979,Female,Adult,W,2023-06-14
C00980,Female,Elder,N,2024-04-24
C00981,Female,Young Adult,N,2023-10-01
C00982,Female,Young Adult,E,2023-04-23
C00983,Female,Adult,W,2023-04-25
C00984,Male,Adult,W,2022-10-15
C00985,Female,Adult,W,2023-11-29
C00986,Female,Elder,S,2023-11-26
C00987,Female,Teenager,S,2023-06-24
C00988,Female,Adult,S,2022-11-26
C00989,Female,Adult,N,2023-04-15
C00990,Female,Elder,N,2024-04-28
C00991,Female,Young Adult,W,2023-06-18
C00992,Female,Adult,N,2023-04-12
C00993,Female,Adult,N,2024-09-03
C00994,Female,Young Adult,N,2023-02-24
C00995,Female,Young Adult,W,2024-02-01
C00996,Male,Elder,E,2024-10-02
C00997,Male,Young Adult,E,2024-06-09
C00998,Female,Young Adult,W,2022-11-04
C00999,Female,Young Adult,S,2024-07-12
C01000,Male,Elder,E,2022-11-30
C01001,Female,Adult,N,2024-08-11
C01002,Male,Adult,N,2024-10-18
C01003,Male,Young Adult,W,2024-02-28
C01004,Male,Adult,W,2024-04-11
C01005,Male,Adult,S,2024-04-23
C01006,Male,Adult,S,2022-09-07
C01007,Female,Elder,E,2022-07-03
C01008,Male,Teenager,N,2024-03-09
C01009,Female,Adult,N,2022-07-05
C01010,Female,Teenager,N,2024-12-28
C01011,Male,Adult,N,2024-04-17
C01012,Male,Young Adult,W,2023-09-19
C01013,Female,Young Adult,N,2024-05-08
C01014,Male,Young Adult,N,2022-01-08
C01015,Male,Adult,E,2024-02-22
C01016,Female,Young Adult,W,2024-02-14
C01017,Female,Adult,N,2024-10-03
C01018,Male,Young Adult,N,2023-11-08
C01019,Female,Teenager,S,2022-07-30
C01020,Male,Adult,E,2023-05-05
C01021,Male,Young Adult,E,2023-10-01
C01022,Male,Young Adult,W,2022-07-10
C01023,Female,Adult,W,2023-11-02
C01024,Female,Young Adult,W,2024-04-22
C01025,Female,Teenager,E,2022-12-01
C01026,Female,Young Adult,E,2023-08-02
C01027,Female,Elder,N,2022-03-03
C01028,Male,Adult,W,2023-01-22
C01029,Male,Adult,S,2022-06-02
C01030,Male,Adult,N,2023-09-11
C01031,Male,Young Adult,E,2023-11-29
C01032,Female,Young Adult,N,2022-06-27
C01033,Male,Adult,E,2024-04-26
C01034,Female,Teenager,E,2023-05-02
C01035,Male,Young Adult,S,2023-05-15
C01036,Female,Young Adult,W,2023-06-25
C01037,Female,Young Adult,N,2022-01-13
C01038,Male,Elder,S,2022-05-31
C01039,Male,Teenager,E,2024-12-09
C01040,Male,Adult,E,2024-09-17
C01041,Male,Young Adult,W,2023-10-06
C01042,Female,Elder,S,2023-01-07
C01043,Male,Teenager,E,2022-09-09
C01044,Male,Young Adult,N,2022-02-22
C01045,Female,Adult,W,2022-07-12
C01046,Male,Adult,S,2023-08-14
C01047,Male,Young Adult,E,2024-12-16
C01048,Male,Young Adult,N,2022-04-07
C01049,Male,Young Adult,N,2022-07-17
C01050,Male,Young Adult,E,2022-05-27
C01051,Female,Young Adult,W,2023-12-24
C01052,Male,Adult,E,2023-11-15
C01053,Male,Young Adult,W,2024-11-01
C01054,Male,Young Adult,E,2022-11-29
C01055,Male,Adult,E,2023-05-27
C01056,Male,Elder,N,2022-06-21
C01057,Female,Adult,W,2023-07-18
C01058,Male,Teenager,N,2023-05-27
C01059,Female,Teenager,W,2022-04-15
C01060,Female,Elder,W,2023-11-05
C01061,Male,Young Adult,W,2024-03-17
C01062,Male,Teenager,E,2024-11-30
C01063,Male,Adult,E,2024-06-07
C01064,Male,Adult,W,2024-05-25
C01065,Female,Adult,N,2023-11-08
C01066,Male,Young Adult,E,2022-11-17
C01067,Male,Teenager,N,2022-12-01
C01068,Male,Elder,E,2022-09-21
C01069,Male,Young Adult,N,2024-05-14
C01070,Male,Adult,N,2022-12-18
C01071,Male,Adult,S,2023-11-07
C01072,Female,Adult,S,2024-07-07
C01073,Female,Young Adult,E,2022-01-05
C01074,Male,Young Adult,N,2022-02-03
C01075,Male,Adult,E,2022-12-17
C01076,Male,Elder,N,2023-08-06
C01077,Female,Elder,E,2023-04-10
C01078,Male,Teenager,E,2022-12-14
C01079,Female,Young Adult,E,2022-05-05
C01080,Male,Elder,E,2022-12-23
C01081,Male,Adult,S,2023-06-11
C01082,Male,Elder,W,2023-05-13
C01083,Male,Young Adult,S,2022-02-22
C01084,Female,Adult,E,2022-05-29
C01085,Female,Adult,E,2023-05-18
C01086,Male,Adult,N,2024-05-19
C01087,Male,Young Adult,E,2022-08-07
C01088,Female,Teenager,E,2023-03-28
C01089,Female,Adult,S,2022-03-24
C01090,Female,Young Adult,N,2024-01-08
C01091,Female,Adult,N,2023-06-11
C01092,Male,Elder,W,2023-02-08
C01093,Female,Young Adult,E,2022-10-17
C01094,Male,Adult,N,2023-02-24
C01095,Female,Young Adult,S,2022-12-05
C01096,Female,Adult,E,2024-02-16
C01097,Female,Elder,W,2023-12-12
C01098,Female,Teenager,N,2024-09-13
C01099,Female,Teenager,N,2024-08-16
C01100,Male,Young Adult,W,2023-11-17
C01101,Male,Teenager,N,2024-11-25
C01102,Female,Adult,N,2023-01-08
C01103,Female,Elder,W,2024-09-20
C01104,Male,Young Adult,E,2023-06-15
C01105,Female,Young Adult,N,2024-07-12
C01106,Female,Young Adult,N,2022-01-23
C01107,Male,Adult,N,2022-04-14
C01108,Female,Teenager,N,2022-08-29
C01109,Female,Adult,W,2024-10-01
C01110,Male,Adult,S,2024-06-21
C01111,Male,Adult,E,2024-03-24
C01112,Male,Young Adult,W,2023-10-17
C01113,Female,Adult,S,2024-02-22
C01114,Male,Teenager,N,2022-11-03
C01115,Male,Young Adult,E,2022-01-08
C01116,Male,Elder,W,2024-12-28
C01117,Male,Adult,W,2023-07-29
C01118,Male,Teenager,N,2024-12-27
C01119,Male,Young Adult,E,2024-06-30
C01120,Female,Young Adult,E,2023-06-02
C01121,Female,Young Adult,W,2024-11-20
C01122,Male,Young Adult,N,2023-04-28
C01123,Male,Teenager,E,2022-07-26
C01124,Male,Adult,W,2023-10-31
C01125,Female,Adult,S,2023-08-02
C01126,Female,Adult,E,2023-01-22
C01127,Female,Adult,N,2023-02-16
C01128,Female,Teenager,N,2024-06-09
C01129,Female,Elder,S,2024-06-24
C01130,Female,Adult,W,2024-08-20
C01131,Female,Adult,N,2024-08-22
C01132,Female,Adult,S,2022-05-20
C01133,Female,Elder,E,2022-10-27
C01134,Male,Adult,N,2024-11-02
C01135,Male,Young Adult,E,2023-10-26
C01136,Male,Adult,E,2024-04-04
C01137,Male,Adult,W,2023-02-04
C01138,Female,Adult,E,2024-09-18
C01139,Female,Adult,E,2022-05-29
C01140,Male,Teenager,N,2022-11-03
C01141,Female,Young Adult,W,2024-12-19
C01142,Male,Elder,N,2023-03-11
C01143,Female,Adult,W,2022-01-21
C01144,Male,Adult,N,2024-05-24
C01145,Female,Young Adult,W,2023-01-17
C01146,Female,Young Adult,E,2022-09-02
C01147,Male,Elder,W,2025-01-01
C01148,Female,Adult,N,2025-01-04
C01149,Male,Adult,S,2023-11-29
C01150,Male,Adult,E,2023-08-13
C01151,Male,Adult,W,2023-01-25
C01152,Male,Young Adult,N,2023-07-22
C01153,Female,Adult,W,2022-09-16
C01154,Female,Young Adult,W,2023-03-02
C01155,Female,Young Adult,N,2024-10-26
C01156,Male,Adult,W,2022-01-06
C01157,Female,Elder,E,2022-07-10
C01158,Male,Teenager,S,2022-05-28
C01159,Female,Adult,S,2023-02-09
C01160,Female,Young Adult,E,2022-09-15
C01161,Female,Young Adult,E,2023-12-31
C01162,Male,Teenager,S,2022-03-31
C01163,Female,Young Adult,E,2024-04-03
C01164,Female,Adult,E,2022-01-10
C01165,Male,Teenager,E,2024-04-17
C01166,Female,Adult,N,2024-09-14
C01167,Male,Elder,W,2023-09-17
C01168,Female,Teenager,S,2022-01-30
C01169,Male,Adult,N,2022-05-08
C01170,Male,Young Adult,N,2023-02-25
C01171,Female,Adult,E,2024-12-14
C01172,Male,Young Adult,W,2022-11-01
C01173,Male,Young Adult,S,2023-06-30
C01174,Male,Young Adult,E,2022-01-22
C01175,Male,Teenager,N,2023-01-26
C01176,Male,Young Adult,S,2023-09-09
C01177,Male,Adult,W,2022-05-29
C01178,Female,Elder,W,2022-10-26
C01179,Male,Adult,N,2022-06-21
C01180,Male,Adult,E,2022-02-16
C01181,Female,Teenager,N,2023-09-18
C01182,Female,Young Adult,S,2022-07-26
C01183,Female,Young Adult,W,2023-03-29
C01184,Female,Young Adult,W,2024-07-13
C01185,Female,Adult,N,2024-01-24
C01186,Female,Adult,W,2023-12-09
C01187,Female,Young Adult,E,2024-10-05
C01188,Male,Young Adult,S,2023-11-07
C01189,Male,Adult,E,2024-05-04
C01190,Female,Adult,E,2024-02-22
C01191,Male,Young Adult,E,2023-11-15
C01192,Male,Elder,E,2024-08-20
C01193,Male,Elder,E,2024-05-13
C01194,Female,Young Adult,N,2022-06-17
C01195,Female,Young Adult,W,2022-03-27
C01196,Male,Adult,E,2024-04-28
C01197,Female,Elder,N,2024-12-10
C01198,Male,Elder,W,2023-03-18
C01199,Male,Teenager,W,2022-09-28
C01200,Male,Young Adult,W,2022-12-10
C01201,Male,Adult,S,2023-05-18
C01202,Female,Adult,N,2024-10-30
C01203,Female,Young Adult,E,2023-05-09
C01204,Female,Elder,N,2022-09-01
C01205,Male,Adult,W,2022-09-24
C01206,Female,Adult,N,2024-06-11
C01207,Male,Elder,N,2022-07-20
C01208,Female,Adult,S,2022-08-27
C01209,Male,Young Adult,S,2024-07-03
C01210,Male,Adult,W,2024-08-26
C01211,Male,Young Adult,S,2023-04-29
C01212,Female,Adult,N,2022-09-03
C01213,Female,Young Adult,N,2024-10-28
C01214,Female,Adult,E,2022-06-01
C01215,Female,Young Adult,N,2022-07-30
C01216,Male,Teenager,E,2023-01-02
C01217,Female,Young Adult,E,2024-08-01
C01218,Female,Teenager,E,2022-03-27
C01219,Male,Adult,W,2024-12-14
C01220,Male,Adult,W,2023-03-22
C01221,Male,Adult,W,2023-09-12
C01222,Female,Young Adult,N,2022-10-31
C01223,Male,Teenager,N,2022-05-12
C01224,Male,Teenager,S,2024-06-22
C01225,Male,Young Adult,W,2024-09-14
C01226,Female,Elder,W,2022-02-16
C01227,Male,Young Adult,W,2024-01-27
C01228,Female,Young Adult,N,2023-11-21
C01229,Female,Teenager,W,2024-11-13
C01230,Male,Young Adult,S,2023-11-18
C01231,Male,Adult,N,2024-02-25
C01232,Female,Adult,S,2022-12-06
C01233,Male,Young Adult,N,2023-02-16
C01234,Male,Teenager,E,2022-10-13
C01235,Female,Young Adult,S,2024-04-29
C01236,Female,Young Adult,S,2023-03-06
C01237,Male,Young Adult,E,2022-01-31
C01238,Female,Elder,W,2023-08-26
C01239,Male,Adult,E,2023-03-16
C01240,Male,Adult,S,2024-09-11
C01241,Male,Young Adult,W,2023-02-16
C01242,Female,Young Adult,W,2023-06-12
C01243,Male,Adult,N,2022-11-06
C01244,Male,Adult,E,2024-08-06
C01245,Male,Adult,N,2023-11-05
C01246,Female,Young Adult,N,2023-03-13
C01247,Female,Adult,E,2023-12-05
C01248,Female,Young Adult,W,2023-10-25
C01249,Female,Elder,N,2022-12-31
C01250,Female,Adult,W,2024-07-11
C01251,Male,Adult,W,2022-04-23
C01252,Female,Teenager,W,2022-06-25
C01253,Female,Adult,N,2024-07-24
C01254,Female,Teenager,W,2023-01-17
C01255,Male,Young Adult,S,2022-11-02
C01256,Female,Young Adult,E,2023-08-25
C01257,Female,Adult,N,2022-12-09
C01258,Male,Young Adult,N,2022-06-05
C01259,Female,Young Adult,E,2023-12-13
C01260,Male,Elder,S,2024-12-14
C01261,Male,Young Adult,N,2023-02-07
C01262,Male,Adult,N,2023-09-06
C01263,Male,Young Adult,E,2024-03-07
C01264,Male,Teenager,N,2023-09-15
C01265,Female,Adult,W,2023-08-26
C01266,Male,Teenager,N,2022-06-26
C01267,Male,Adult,N,2023-03-25
C01268,Female,Adult,S,2024-01-13
C01269,Male,Adult,E,2022-10-28
C01270,Female,Adult,S,2023-12-08
C01271,Female,Young Adult,S,2022-11-03
C01272,Female,Teenager,W,2024-01-21
C01273,Male,Adult,E,2024-05-18
C01274,Male,Adult,N,2022-08-02
C01275,Male,Adult,S,2023-04-28
C01276,Female,Adult,W,2024-12-26
C01277,Male,Adult,S,2022-05-13
C01278,Male,Adult,N,2023-05-27
C01279,Male,Young Adult,W,2022-07-30
C01280,Female,Adult,E,2024-09-14
C01281,Female,Adult,E,2024-09-13
C01282,Male,Young Adult,N,2023-12-18
C01283,Male,Elder,N,2022-09-10
C01284,Male,Elder,E,2022-02-07
C01285,Male,Adult,N,2024-12-02
C01286,Female,Teenager,E,2023-09-21
C01287,Female,Young Adult,E,2024-09-13
C01288,Female,Adult,N,2022-02-15
C01289,Female,Elder,W,2022-11-01
C01290,Male,Young Adult,W,2022-08-21
C01291,Male,Teenager,E,2022-09-02
C01292,Male,Elder,N,2024-01-30
C01293,Female,Young Adult,N,2024-04-18
C01294,Male,Adult,E,2022-06-07
C01295,Female,Elder,N,2024-10-21
C01296,Female,Teenager,W,2022-08-05
C01297,Male,Adult,N,2024-07-16
C01298,Male,Teenager,E,2023-05-22
C01299,Male,Young Adult,S,2024-01-31
C01300,Female,Adult,E,2024-06-22
C01301,Male,Young Adult,N,2023-08-04
C01302,Female,Elder,S,2024-11-19
C01303,Male,Adult,N,2023-09-19
C01304,Female,Young Adult,W,2023-06-04
C01305,Female,Young Adult,N,2022-10-02
C01306,Male,Young Adult,W,2023-05-07
C01307,Female,Young Adult,W,2024-04-06
C01308,Female,Teenager,N,2024-08-08
C01309,Male,Young Adult,W,2024-07-14
C01310,Female,Adult,N,2024-04-26
C01311,Male,Adult,W,2024-11-25
C01312,Female,Adult,E,2024-12-03
C01313,Male,Adult,S,2022-02-08
C01314,Male,Teenager,S,2022-08-27
C01315,Female,Young Adult,N,2024-11-02
C01316,Female,Adult,W,2022-05-02
C01317,Female,Adult,N,2022-05-24
C01318,Female,Teenager,E,2023-11-15
C01319,Female,Adult,S,2023-03-31
C01320,Male,Adult,W,2023-01-03
C01321,Female,Adult,N,2024-01-29
C01322,Male,Teenager,E,2022-09-04
C01323,Male,Adult,E,2024-07-11
C01324,Female,Adult,E,2024-12-04
C01325,Male,Adult,N,2024-02-04
C01326,Male,Adult,N,2023-01-10
C01327,Male,Adult,N,2022-07-26
C01328,Male,Adult,E,2023-06-03
C01329,Female,Young Adult,N,2022-08-30
C01330,Male,Adult,E,2024-03-29
C01331,Female,Adult,N,2022-10-29
C01332,Female,Adult,W,2023-12-02
C01333,Male,Young Adult,W,2022-10-15
C01334,Female,Young Adult,E,2022-06-03
C01335,Female,Elder,S,2023-02-27
C01336,Female,Adult,N,2024-04-29
C01337,Male,Elder,N,2022-02-19
C01338,Female,Adult,N,2023-07-18
C01339,Female,Adult,E,2024-05-03
C01340,Female,Adult,E,2024-06-01
C01341,Male,Elder,W,2023-10-24
C01342,Female,Adult,S,2023-07-19
C01343,Male,Adult,E,2022-08-01
C01344,Male,Young Adult,E,2024-12-25
