transaction_id,transaction_datetime,customer_id,store_id,product_id,promotion_id,quantity,selling_price,discount_amount,total_revenue,total_cost,profit
T006053,2024-09-02 14:43:34,C01001,S002,P006,,4,2.0,0.0,8.0,4.0,4.0
T006054,2025-02-10 05:01:35,C03080,S001,P004,,5,2.31,0.0,11.55,6.0,5.55
T006055,2024-01-18 21:37:55,C03087,S005,P004,,3,2.2,0.0,6.6,3.6,3.0
T006056,2025-04-19 21:19:45,C02547,S008,P002,,8,1.89,0.0,15.12,8.8,6.32
T006057,2025-08-07 08:17:18,C00260,S002,P008,,4,7.35,0.0,26.04,16.0,10.04
T006058,2024-01-23 06:07:50,C02923,S004,P014,,1,129.0,0.0,129.0,70.0,59.0
T006059,2024-11-23 00:11:22,C01341,S007,P008,,7,7.0,0.0,56.35,28.0,28.35
T006060,2024-11-27 10:04:33,C02572,S005,P023,,1,35.0,0.0,40.25,12.0,28.25
T006061,2025-10-03 05:05:09,C00718,S006,P001,,6,12.6,0.0,75.6,48.0,27.6
T006062,2025-11-30 16:02:07,C00817,S002,P010,PR05,1,20.16,5.04,19.01,10.0,9.01
T006063,2024-07-07 02:19:12,C03672,S003,P005,,1,3.2,0.0,3.46,1.5,1.96
T006064,2025-08-11 08:58:37,C00212,S002,P004,,5,2.31,0.0,10.23,6.0,4.23
T006065,2024-10-20 03:19:18,C00274,S003,P005,,3,3.2,0.0,9.6,4.5,5.1
T006066,2024-06-11 07:00:54,C01230,S006,P002,,5,1.8,0.0,9.0,5.5,3.5
T006067,2024-07-06 23:40:59,C01788,S008,P003,,1,8.0,0.0,8.64,5.0,3.64
T006068,2024-11-14 02:26:59,C03484,S008,P006,,2,2.0,0.0,4.6,2.0,2.6
T006069,2025-01-11 15:04:03,C00555,S007,P023,,1,36.75,0.0,36.75,12.0,24.75
T006070,2024-02-15 04:52:46,C01249,S002,P006,,4,2.0,0.0,8.0,4.0,4.0
T006071,2025-01-14 10:34:49,C01042,S005,P010,,1,25.2,0.0,25.2,10.0,15.2
T006072,2024-11-01 09:15:32,C03775,S007,P005,,2,3.2,0.0,7.36,3.0,4.36
T006073,2025-02-27 02:19:13,C02245,S005,P008,,3,7.35,0.0,22.05,12.0,10.05
T006074,2025-06-27 16:22:00,C01884,S008,P022,,3,18.9,0.0,56.7,18.0,38.7
T006075,2024-06-24 17:14:49,C02647,S005,P003,,3,8.0,0.0,24.0,15.0,9.0
T006076,2025-08-21 11:57:39,C02552,S001,P003,,7,8.4,0.0,52.07,35.0,17.07
T006077,2024-05-27 18:00:42,C02816,S004,P001,,6,12.0,0.0,72.0,48.0,24.0
T006078,2024-11-12 16:07:20,C02453,S004,P010,,1,24.0,0.0,27.6,10.0,17.6
T006079,2024-06-28 18:32:45,C01647,S004,P006,,3,2.0,0.0,6.0,3.0,3.0
T006080,2024-01-05 23:02:26,C00368,S001,P005,,1,3.2,0.0,3.2,1.5,1.7
T006081,2024-05-26 13:33:44,C00771,S002,P006,,8,2.0,0.0,16.0,8.0,8.0
T006082,2025-03-31 10:10:14,C02731,S001,P006,,8,2.1,0.0,13.78,8.0,5.78
T006083,2024-11-18 00:17:07,C02061,S004,P022,,4,18.0,0.0,82.8,24.0,58.8
T006084,2025-08-16 08:07:02,C01172,S008,P023,,4,36.75,0.0,158.76,48.0,110.76
T006085,2025-05-23 13:39:59,C03809,S008,P004,,8,2.31,0.0,18.48,9.6,8.88
T006086,2024-08-10 15:04:29,C00769,S007,P010,PR01,1,20.4,3.6,22.03,10.0,12.03
T006087,2024-01-05 14:14:33,C00781,S005,P004,,5,2.2,0.0,11.0,6.0,5.0
T006088,2025-12-24 03:28:14,C02616,S008,P023,,1,36.75,0.0,42.26,12.0,30.26
T006089,2024-12-10 02:23:11,C02726,S004,P010,,1,24.0,0.0,27.6,10.0,17.6
T006090,2024-05-30 23:35:01,C00232,S007,P024,,3,12.0,0.0,36.0,12.0,24.0
T006091,2025-10-15 20:30:59,C00475,S003,P001,,5,12.6,0.0,63.0,40.0,23.0
T006092,2024-08-08 03:13:59,C00895,S004,P008,,4,7.0,0.0,30.24,16.0,14.24
T006093,2025-06-25 10:01:26,C03864,S007,P019,,4,9.45,0.0,37.8,16.0,21.8
T006094,2025-08-28 19:38:02,C00264,S007,P008,,6,7.35,0.0,47.63,24.0,23.63
T006095,2024-07-28 04:00:21,C02055,S008,P005,,2,3.2,0.0,6.91,3.0,3.91
T006096,2024-02-07 07:50:45,C01828,S005,P005,,6,3.2,0.0,19.2,9.0,10.2
T006097,2024-02-09 14:49:52,C03716,S004,P022,,2,18.0,0.0,36.0,12.0,24.0
T006098,2024-12-20 03:03:08,C03664,S002,P003,PR02,3,7.6,0.4,26.22,15.0,11.22
T006099,2024-01-08 02:35:13,C00525,S002,P024,,3,12.0,0.0,36.0,12.0,24.0
T006100,2024-05-10 12:49:35,C03760,S003,P012,,1,79.0,0.0,79.0,35.0,44.0
T006101,2024-11-02 09:52:51,C02977,S005,P001,,2,12.0,0.0,27.6,16.0,11.6
T006102,2024-08-10 06:12:21,C02113,S008,P002,,4,1.8,0.0,7.78,4.4,3.38
T006103,2025-02-05 07:28:53,C00776,S002,P021,,4,61.95,0.0,247.8,100.0,147.8
T006104,2024-08-16 02:37:59,C03190,S007,P007,,4,2.8,0.0,12.1,4.8,7.3
T006105,2025-02-24 11:20:17,C02870,S005,P003,,8,8.4,0.0,67.2,40.0,27.2
T006106,2025-05-12 18:05:48,C01058,S002,P003,,5,8.4,0.0,34.44,25.0,9.44
T006107,2024-07-20 22:59:00,C01343,S003,P020,,1,5.0,0.0,5.4,2.0,3.4
T006108,2024-10-13 02:28:51,C03277,S002,P019,,3,9.0,0.0,27.0,12.0,15.0
T006109,2024-03-13 18:12:20,C03308,S003,P003,,1,8.0,0.0,8.0,5.0,3.0
T006110,2024-09-13 02:36:52,C03924,S003,P004,,6,2.2,0.0,13.2,7.2,6.0
T006111,2025-01-28 03:36:14,C02907,S004,P003,,5,8.4,0.0,42.0,25.0,17.0
T006112,2025-09-07 03:47:21,C01234,S004,P010,,1,25.2,0.0,25.2,10.0,15.2
T006113,2024-02-04 09:03:53,C02624,S008,P002,,4,1.8,0.0,7.2,4.4,2.8
T006114,2024-12-04 11:37:42,C02586,S005,P019,,1,9.0,0.0,10.35,4.0,6.35
T006115,2024-12-30 08:08:43,C03754,S008,P003,PR02,3,7.6,0.4,26.22,15.0,11.22
T006116,2024-10-17 19:05:01,C02150,S001,P006,,3,2.0,0.0,6.0,3.0,3.0
T006117,2025-06-18 17:27:52,C03132,S004,P004,,5,2.31,0.0,11.55,6.0,5.55
T006118,2024-08-13 00:19:39,C01387,S001,P023,,3,35.0,0.0,113.4,36.0,77.4
T006119,2024-08-06 01:02:34,C03436,S001,P013,PR01,1,594.15,104.85,641.68,320.0,321.68
T006120,2024-06-16 16:29:00,C00341,S002,P007,,6,2.8,0.0,16.8,7.2,9.6
T006121,2024-10-31 00:26:24,C03044,S002,P022,,4,18.0,0.0,72.0,24.0,48.0
T006122,2024-08-16 13:44:53,C00401,S004,P004,,8,2.2,0.0,19.01,9.6,9.41
T006123,2024-09-09 12:27:33,C03947,S005,P017,,1,229.0,0.0,229.0,90.0,139.0
T006124,2025-07-24 02:25:21,C00798,S006,P001,,2,12.6,0.0,27.22,16.0,11.22
T006125,2025-08-04 05:35:22,C03006,S005,P003,,3,8.4,0.0,27.22,15.0,12.22
T006126,2024-01-20 20:57:43,C03446,S001,P008,,6,7.0,0.0,42.0,24.0,18.0
T006127,2025-12-21 10:03:49,C03250,S005,P024,,3,12.6,0.0,43.47,12.0,31.47
T006128,2025-03-02 00:46:02,C03310,S006,P001,,5,12.6,0.0,63.0,40.0,23.0
T006129,2024-10-01 22:10:36,C00871,S003,P006,,4,2.0,0.0,8.0,4.0,4.0
T006130,2025-04-24 09:06:01,C03238,S001,P002,,4,1.89,0.0,6.2,4.4,1.8
T006131,2024-01-21 17:52:40,C03648,S004,P024,,2,12.0,0.0,24.0,8.0,16.0
T006132,2025-04-30 15:40:41,C01074,S001,P004,,5,2.31,0.0,9.47,6.0,3.47
T006133,2024-09-22 15:50:28,C00814,S007,P001,,1,12.0,0.0,12.0,8.0,4.0
T006134,2025-01-09 08:54:30,C02680,S002,P019,,1,9.45,0.0,9.45,4.0,5.45
T006135,2025-09-25 21:58:45,C00150,S008,P010,,1,25.2,0.0,25.2,10.0,15.2
T006136,2025-08-26 16:05:14,C01798,S001,P008,,8,7.35,0.0,52.07,32.0,20.07
T006137,2025-05-13 21:14:22,C00672,S008,P001,,1,12.6,0.0,12.6,8.0,4.6
T006138,2024-06-30 18:27:01,C02913,S008,P005,,5,3.2,0.0,16.0,7.5,8.5
T006139,2024-11-26 20:27:47,C02267,S004,P002,,6,1.8,0.0,12.42,6.6,5.82
T006140,2025-01-29 05:29:03,C00841,S008,P008,,2,7.35,0.0,14.7,8.0,6.7
T006141,2025-06-22 01:11:46,C02222,S002,P001,,3,12.6,0.0,31.0,24.0,7.0
T006142,2025-04-09 03:01:00,C03677,S007,P008,,3,7.35,0.0,22.05,12.0,10.05
T006143,2025-02-15 01:03:28,C00318,S004,P003,,6,8.4,0.0,50.4,30.0,20.4
T006144,2025-10-04 16:42:40,C00270,S004,P006,,2,2.1,0.0,4.2,2.0,2.2
T006145,2025-01-29 14:54:45,C02370,S002,P006,,4,2.1,0.0,8.4,4.0,4.4
T006146,2024-02-24 16:37:01,C01351,S005,P001,,7,12.0,0.0,84.0,56.0,28.0
T006147,2025-06-08 19:57:28,C01813,S001,P005,,7,3.36,0.0,19.29,10.5,8.79
T006148,2024-07-01 22:11:03,C03093,S003,P008,,2,7.0,0.0,15.12,8.0,7.12
T006149,2025-08-22 15:21:15,C01483,S006,P007,,5,2.94,0.0,15.88,6.0,9.88
T006150,2024-11-23 07:10:41,C00184,S008,P016,,1,149.0,0.0,171.35,60.0,111.35
T006151,2025-05-24 16:36:56,C03472,S003,P005,,4,3.36,0.0,13.44,6.0,7.44
T006152,2024-08-18 07:49:27,C01591,S001,P007,,1,2.8,0.0,3.02,1.2,1.82
T006153,2025-10-18 07:22:07,C03346,S007,P005,,6,3.36,0.0,20.16,9.0,11.16
T006154,2025-02-23 03:40:13,C03172,S007,P006,,3,2.1,0.0,6.3,3.0,3.3
T006155,2024-02-03 05:57:01,C03787,S002,P005,,6,3.2,0.0,19.2,9.0,10.2
T006156,2025-01-07 03:58:19,C00841,S007,P022,,3,18.9,0.0,56.7,18.0,38.7
T006157,2024-11-21 22:29:07,C00052,S008,P002,,4,1.8,0.0,8.28,4.4,3.88
T006158,2025-10-22 19:51:59,C00797,S007,P006,,6,2.1,0.0,12.6,6.0,6.6
T006159,2025-09-29 06:16:56,C01756,S003,P008,,6,7.35,0.0,44.1,24.0,20.1
T006160,2024-11-14 12:34:41,C02859,S003,P006,,6,2.0,0.0,13.8,6.0,7.8
T006161,2024-07-22 21:06:04,C00436,S004,P001,,1,12.0,0.0,12.96,8.0,4.96
T006162,2024-02-02 00:46:24,C02523,S001,P003,,5,8.0,0.0,40.0,25.0,15.0
T006163,2024-12-05 02:55:08,C00062,S006,P021,,4,59.0,0.0,271.4,100.0,171.4
T006164,2025-07-04 07:03:52,C01123,S003,P008,,2,7.35,0.0,15.88,8.0,7.88
T006165,2024-10-10 21:55:53,C03712,S008,P002,,8,1.8,0.0,14.4,8.8,5.6
T006166,2024-02-20 06:39:35,C00453,S006,P022,,2,18.0,0.0,36.0,12.0,24.0
T006167,2025-06-13 09:12:06,C02361,S008,P008,,3,7.35,0.0,22.05,12.0,10.05
T006168,2024-07-15 02:34:36,C01267,S001,P013,PR01,1,594.15,104.85,641.68,320.0,321.68
T006169,2024-09-28 09:48:39,C02447,S004,P003,,4,8.0,0.0,32.0,20.0,12.0
T006170,2025-08-12 04:42:19,C00840,S007,P008,,6,7.35,0.0,47.63,24.0,23.63
T006171,2024-03-29 20:28:32,C01617,S006,P003,,2,8.0,0.0,16.0,10.0,6.0
T006172,2024-07-21 15:53:28,C03533,S006,P020,,4,5.0,0.0,21.6,8.0,13.6
T006173,2025-02-22 04:44:27,C02525,S004,P009,,1,943.95,0.0,943.95,550.0,393.95
T006174,2024-03-23 22:41:51,C03614,S002,P019,,2,9.0,0.0,18.0,8.0,10.0
T006175,2024-05-06 22:44:25,C01195,S007,P006,,1,2.0,0.0,2.0,1.0,1.0
T006176,2025-06-09 06:46:16,C00035,S003,P001,,3,12.6,0.0,37.8,24.0,13.8
T006177,2025-03-06 18:38:16,C02048,S001,P002,,3,1.89,0.0,4.65,3.3,1.35
T006178,2024-08-21 01:13:32,C03724,S003,P024,,2,12.0,0.0,25.92,8.0,17.92
T006179,2024-06-09 12:56:31,C01561,S003,P004,,8,2.2,0.0,17.6,9.6,8.0
T006180,2025-10-21 15:15:57,C03071,S008,P007,,1,2.94,0.0,2.94,1.2,1.74
T006181,2024-07-26 17:49:41,C02158,S006,P002,,4,1.8,0.0,7.78,4.4,3.38
T006182,2024-11-12 14:21:39,C01451,S003,P001,,4,12.0,0.0,55.2,32.0,23.2
T006183,2024-01-22 00:48:44,C01273,S004,P021,,1,59.0,0.0,59.0,25.0,34.0
T006184,2025-05-24 07:26:25,C00903,S001,P007,,2,2.94,0.0,4.82,2.4,2.42
T006185,2024-07-10 10:37:46,C00737,S008,P002,,4,1.8,0.0,7.78,4.4,3.38
T006186,2025-01-07 06:46:43,C01496,S001,P021,,2,61.95,0.0,123.9,50.0,73.9
T006187,2025-11-08 23:15:18,C00507,S007,P020,,1,5.25,0.0,6.04,2.0,4.04
T006188,2024-10-26 18:52:16,C00319,S004,P007,,7,2.8,0.0,19.6,8.4,11.2
T006189,2025-05-19 20:55:25,C01654,S008,P006,,5,2.1,0.0,10.5,5.0,5.5
T006190,2025-03-27 13:33:44,C02478,S004,P002,,3,1.89,0.0,5.67,3.3,2.37
T006191,2025-03-04 03:11:30,C03547,S001,P007,,1,2.94,0.0,2.41,1.2,1.21
T006192,2025-01-20 03:52:28,C00589,S002,P014,,1,135.45,0.0,135.45,70.0,65.45
T006193,2025-01-30 04:49:32,C02563,S004,P012,,1,82.95,0.0,82.95,35.0,47.95
T006194,2024-04-23 08:36:03,C00117,S003,P006,,6,2.0,0.0,12.0,6.0,6.0
T006195,2025-03-23 03:28:11,C02742,S005,P002,,5,1.89,0.0,9.45,5.5,3.95
T006196,2024-05-16 17:40:20,C01718,S007,P008,,4,7.0,0.0,28.0,16.0,12.0
T006197,2025-03-11 04:27:55,C01693,S002,P007,,7,2.94,0.0,16.88,8.4,8.48
T006198,2025-12-26 12:49:32,C01288,S002,P007,,1,2.94,0.0,2.77,1.2,1.57
T006199,2025-02-27 18:08:34,C00962,S006,P006,,6,2.1,0.0,12.6,6.0,6.6
T006200,2024-09-01 07:22:59,C01604,S008,P003,,6,8.0,0.0,48.0,30.0,18.0
T006201,2025-01-04 14:37:24,C01445,S005,P006,,6,2.1,0.0,12.6,6.0,6.6
T006202,2025-05-08 23:28:59,C03339,S006,P006,,8,2.1,0.0,16.8,8.0,8.8
T006203,2024-08-16 02:57:19,C03557,S002,P002,,3,1.8,0.0,5.83,3.3,2.53
T006204,2024-06-11 10:36:13,C00473,S004,P003,,7,8.0,0.0,56.0,35.0,21.0
T006205,2024-04-19 07:07:52,C00250,S001,P007,,6,2.8,0.0,16.8,7.2,9.6
T006206,2025-01-03 06:54:33,C02546,S003,P008,,2,7.35,0.0,14.7,8.0,6.7
T006207,2025-04-06 15:58:52,C03790,S001,P008,,2,7.35,0.0,12.05,8.0,4.05
T006208,2025-04-29 05:57:29,C00731,S005,P005,,6,3.36,0.0,20.16,9.0,11.16
T006209,2025-11-18 22:16:44,C02252,S007,P006,,1,2.1,0.0,2.42,1.0,1.42
T006210,2025-09-12 14:09:51,C02911,S003,P010,,1,25.2,0.0,25.2,10.0,15.2
T006211,2024-10-30 10:36:45,C03933,S002,P021,,4,59.0,0.0,236.0,100.0,136.0
T006212,2024-08-22 01:18:11,C02916,S004,P006,,3,2.0,0.0,6.48,3.0,3.48
T006213,2025-07-25 16:01:03,C00543,S008,P023,,3,36.75,0.0,119.07,36.0,83.07
T006214,2025-10-17 17:43:20,C03046,S001,P007,,7,2.94,0.0,16.88,8.4,8.48
T006215,2024-03-22 07:48:19,C03921,S002,P006,,8,2.0,0.0,16.0,8.0,8.0
T006216,2024-11-18 03:34:05,C03854,S003,P002,,6,1.8,0.0,12.42,6.6,5.82
T006217,2025-04-29 11:45:52,C03712,S007,P020,PR03,3,4.62,0.63,13.86,6.0,7.86
T006218,2025-11-04 13:07:39,C01242,S008,P003,,3,8.4,0.0,28.98,15.0,13.98
T006219,2025-04-02 20:13:24,C00150,S007,P005,,2,3.36,0.0,6.72,3.0,3.72
T006220,2024-12-31 14:33:48,C01463,S007,P007,,4,2.8,0.0,12.88,4.8,8.08
T006221,2025-10-21 14:21:44,C01449,S004,P007,,7,2.94,0.0,20.58,8.4,12.18
T006222,2025-07-26 03:24:50,C00985,S008,P013,,1,733.95,0.0,792.67,320.0,472.67
T006223,2024-05-31 03:40:20,C03043,S007,P010,,1,24.0,0.0,24.0,10.0,14.0
T006224,2025-07-09 12:10:23,C00116,S004,P002,,1,1.89,0.0,2.04,1.1,0.94
T006225,2024-04-23 13:43:46,C03416,S002,P008,,8,7.0,0.0,56.0,32.0,24.0
T006226,2025-03-30 07:20:59,C01727,S002,P006,,7,2.1,0.0,12.05,7.0,5.05
T006227,2025-03-05 18:28:34,C01481,S006,P005,,7,3.36,0.0,23.52,10.5,13.02
T006228,2024-07-03 00:47:12,C02403,S003,P016,,1,149.0,0.0,160.92,60.0,100.92
T006229,2024-01-29 09:39:29,C02784,S003,P007,,7,2.8,0.0,19.6,8.4,11.2
T006230,2024-04-13 01:05:21,C02464,S007,P007,,1,2.8,0.0,2.8,1.2,1.6
T006231,2024-08-03 16:51:04,C02084,S002,P020,,3,5.0,0.0,16.2,6.0,10.2
T006232,2025-08-08 17:07:34,C02137,S005,P023,,1,36.75,0.0,39.69,12.0,27.69
T006233,2024-10-25 12:18:47,C01117,S007,P006,,6,2.0,0.0,12.0,6.0,6.0
T006234,2025-09-23 21:03:45,C02265,S008,P003,,3,8.4,0.0,25.2,15.0,10.2
T006235,2024-08-10 17:39:20,C03003,S003,P003,,1,8.0,0.0,8.64,5.0,3.64
T006236,2025-09-17 06:30:52,C00696,S003,P005,,1,3.36,0.0,3.36,1.5,1.86
T006237,2024-10-19 02:00:09,C01892,S004,P024,,2,12.0,0.0,24.0,8.0,16.0
T006238,2024-11-07 19:06:04,C02413,S005,P005,,7,3.2,0.0,25.76,10.5,15.26
T006239,2024-08-14 15:26:57,C01793,S005,P008,,1,7.0,0.0,7.56,4.0,3.56
T006240,2025-10-09 18:29:15,C02224,S008,P020,,1,5.25,0.0,5.25,2.0,3.25
T006241,2024-06-14 10:44:32,C00171,S001,P020,,3,5.0,0.0,15.0,6.0,9.0
T006242,2025-01-03 12:30:48,C02077,S004,P011,,1,523.95,0.0,523.95,250.0,273.95
T006243,2024-10-18 08:40:23,C00349,S003,P001,,2,12.0,0.0,24.0,16.0,8.0
T006244,2025-08-14 14:55:40,C01359,S002,P022,,3,18.9,0.0,50.21,18.0,32.21
T006245,2025-01-18 06:45:50,C00646,S006,P017,,1,240.45,0.0,240.45,90.0,150.45
T006246,2024-08-16 01:52:27,C03028,S001,P005,,2,3.2,0.0,6.91,3.0,3.91
T006247,2025-03-12 08:23:06,C02905,S004,P005,,7,3.36,0.0,23.52,10.5,13.02
T006248,2024-06-15 19:56:31,C02587,S008,P003,,3,8.0,0.0,24.0,15.0,9.0
T006249,2025-12-12 09:43:15,C03081,S006,P005,,5,3.36,0.0,19.32,7.5,11.82
T006250,2024-10-15 08:04:54,C03106,S001,P002,,2,1.8,0.0,3.6,2.2,1.4
T006251,2024-05-31 23:52:27,C02520,S008,P006,,7,2.0,0.0,14.0,7.0,7.0
T006252,2024-05-17 10:05:17,C03627,S004,P004,,2,2.2,0.0,4.4,2.4,2.0
T006253,2025-01-21 13:21:38,C03775,S007,P005,,6,3.36,0.0,20.16,9.0,11.16
T006254,2025-01-10 21:47:27,C03643,S006,P004,,7,2.31,0.0,16.17,8.4,7.77
T006255,2024-11-11 18:51:30,C03137,S003,P014,,1,129.0,0.0,148.35,70.0,78.35
T006256,2024-06-28 17:56:35,C03313,S004,P020,,4,5.0,0.0,20.0,8.0,12.0
T006257,2025-08-08 16:30:07,C00894,S005,P021,,3,61.95,0.0,200.72,75.0,125.72
T006258,2025-09-11 12:56:01,C01786,S003,P005,,2,3.36,0.0,6.72,3.0,3.72
T006259,2024-01-29 07:58:05,C02422,S002,P008,,3,7.0,0.0,21.0,12.0,9.0
T006260,2025-04-08 20:30:17,C02830,S001,P023,PR03,3,32.34,4.41,79.56,36.0,43.56
T006261,2025-07-29 15:01:39,C01065,S002,P005,,5,3.36,0.0,14.88,7.5,7.38
T006262,2024-11-03 08:32:41,C01061,S008,P002,,3,1.8,0.0,6.21,3.3,2.91
T006263,2024-10-09 17:04:50,C03417,S004,P007,,1,2.8,0.0,2.8,1.2,1.6
T006264,2025-04-22 19:52:55,C00341,S001,P001,,1,12.6,0.0,10.33,8.0,2.33
T006265,2024-09-10 02:16:10,C03568,S007,P008,,8,7.0,0.0,56.0,32.0,24.0
T006266,2024-03-05 08:35:29,C02175,S004,P005,,3,3.2,0.0,9.6,4.5,5.1
T006267,2025-07-25 06:51:43,C03666,S003,P022,,1,18.9,0.0,20.41,6.0,14.41
T006268,2025-03-01 19:59:38,C00882,S001,P004,,8,2.31,0.0,15.15,9.6,5.55
T006269,2025-05-29 04:21:28,C02144,S006,P001,,8,12.6,0.0,100.8,64.0,36.8
T006270,2024-04-13 03:50:42,C02964,S002,P001,,5,12.0,0.0,60.0,40.0,20.0
T006271,2025-01-19 06:38:11,C01361,S003,P019,,2,9.45,0.0,18.9,8.0,10.9
T006272,2024-02-18 08:37:16,C00211,S003,P002,,8,1.8,0.0,14.4,8.8,5.6
T006273,2024-09-22 15:59:37,C01694,S004,P008,,8,7.0,0.0,56.0,32.0,24.0
T006274,2024-02-11 10:35:09,C03039,S004,P007,,2,2.8,0.0,5.6,2.4,3.2
T006275,2025-04-15 00:05:18,C03002,S004,P006,,7,2.1,0.0,14.7,7.0,7.7
T006276,2025-09-09 19:50:49,C01074,S002,P004,,6,2.31,0.0,11.37,7.2,4.17
T006277,2025-09-12 05:19:58,C01045,S007,P007,,5,2.94,0.0,14.7,6.0,8.7
T006278,2024-03-28 15:33:50,C00791,S007,P007,,1,2.8,0.0,2.8,1.2,1.6
T006279,2025-05-12 14:50:10,C01116,S008,P007,,4,2.94,0.0,11.76,4.8,6.96
T006280,2025-06-12 19:34:26,C00257,S003,P022,,1,18.9,0.0,18.9,6.0,12.9
T006281,2024-05-03 13:08:07,C00284,S003,P003,,4,8.0,0.0,32.0,20.0,12.0
T006282,2024-02-11 06:39:35,C03149,S006,P014,,1,129.0,0.0,129.0,70.0,59.0
T006283,2025-08-08 00:23:24,C01208,S006,P010,,1,25.2,0.0,27.22,10.0,17.22
T006284,2024-07-20 16:00:28,C03128,S004,P004,,5,2.2,0.0,11.88,6.0,5.88
T006285,2025-11-05 14:02:45,C01238,S008,P008,,2,7.35,0.0,16.9,8.0,8.91
T006286,2025-05-08 08:32:51,C02842,S008,P006,,5,2.1,0.0,10.5,5.0,5.5
T006287,2024-06-24 17:29:36,C03779,S005,P005,,1,3.2,0.0,3.2,1.5,1.7
T006288,2025-07-29 17:17:39,C02561,S001,P001,,7,12.6,0.0,78.11,56.0,22.11
T006289,2025-01-08 21:45:09,C01894,S006,P008,,7,7.35,0.0,51.45,28.0,23.45
T006290,2025-07-18 20:18:41,C03039,S004,P002,,3,1.89,0.0,6.12,3.3,2.82
T006291,2024-04-05 10:01:22,C00992,S001,P022,,4,18.0,0.0,72.0,24.0,48.0
T006292,2024-12-01 22:55:55,C03837,S007,P022,,2,18.0,0.0,41.4,12.0,29.4
T006293,2025-04-23 19:35:34,C02868,S004,P002,,8,1.89,0.0,15.12,8.8,6.32
T006294,2025-08-23 07:37:46,C02076,S001,P009,,1,943.95,0.0,835.96,550.0,285.96
T006295,2024-05-09 22:47:38,C02688,S001,P001,,1,12.0,0.0,12.0,8.0,4.0
T006296,2024-07-09 20:54:59,C03054,S005,P004,,6,2.2,0.0,14.26,7.2,7.06
T006297,2024-02-22 06:34:59,C01489,S004,P007,,4,2.8,0.0,11.2,4.8,6.4
T006298,2025-07-17 14:33:34,C02120,S003,P003,,6,8.4,0.0,54.43,30.0,24.43
T006299,2025-03-04 16:56:47,C00841,S007,P003,,8,8.4,0.0,67.2,40.0,27.2
T006300,2024-08-13 09:54:06,C00060,S007,P024,,3,12.0,0.0,38.88,12.0,26.88
T006301,2025-07-10 02:32:36,C02611,S005,P021,,4,61.95,0.0,267.62,100.0,167.62
T006302,2024-07-29 03:34:47,C03410,S004,P006,,5,2.0,0.0,10.8,5.0,5.8
T006303,2025-12-12 02:23:25,C02254,S003,P004,,3,2.31,0.0,7.97,3.6,4.37
T006304,2024-12-04 05:35:25,C02375,S004,P023,,4,35.0,0.0,161.0,48.0,113.0
T006305,2025-03-27 10:29:12,C00192,S003,P001,,2,12.6,0.0,25.2,16.0,9.2
T006306,2024-07-27 04:05:03,C02049,S008,P006,,5,2.0,0.0,10.8,5.0,5.8
T006307,2024-07-11 11:39:26,C01156,S007,P007,,7,2.8,0.0,21.17,8.4,12.77
T006308,2024-03-25 20:32:36,C02331,S003,P024,,1,12.0,0.0,12.0,4.0,8.0
T006309,2025-12-27 22:57:36,C00598,S001,P001,,6,12.6,0.0,71.29,48.0,23.29
T006310,2025-04-30 21:14:59,C00220,S001,P004,,4,2.31,0.0,7.58,4.8,2.78
T006311,2024-02-08 00:21:09,C02158,S006,P006,,1,2.0,0.0,2.0,1.0,1.0
T006312,2024-07-15 17:40:37,C02117,S004,P003,,6,8.0,0.0,51.84,30.0,21.84
T006313,2025-07-20 19:47:52,C02608,S002,P003,,5,8.4,0.0,37.2,25.0,12.2
T006314,2025-08-06 12:37:13,C02773,S004,P007,,8,2.94,0.0,25.4,9.6,15.8
T006315,2024-08-14 10:47:24,C02713,S004,P008,,1,7.0,0.0,7.56,4.0,3.56
T006316,2024-06-15 01:55:32,C00663,S006,P005,,4,3.2,0.0,12.8,6.0,6.8
T006317,2024-04-21 18:27:48,C00572,S001,P001,,5,12.0,0.0,60.0,40.0,20.0
T006318,2024-04-04 00:51:01,C01377,S004,P005,,3,3.2,0.0,9.6,4.5,5.1
T006319,2025-09-04 20:42:02,C01140,S001,P004,,4,2.31,0.0,7.58,4.8,2.78
T006320,2024-01-03 07:21:09,C03782,S005,P007,,6,2.8,0.0,16.8,7.2,9.6
T006321,2024-09-26 21:03:30,C01138,S003,P021,,2,59.0,0.0,118.0,50.0,68.0
T006322,2024-05-24 09:19:33,C00922,S002,P006,,2,2.0,0.0,4.0,2.0,2.0
T006323,2024-05-14 12:30:31,C01701,S007,P009,,1,899.0,0.0,899.0,550.0,349.0
T006324,2024-05-18 16:39:23,C03989,S001,P006,,2,2.0,0.0,4.0,2.0,2.0
T006325,2025-07-15 20:36:21,C01761,S004,P002,,8,1.89,0.0,16.33,8.8,7.53
T006326,2025-05-12 12:20:47,C01672,S004,P001,,4,12.6,0.0,50.4,32.0,18.4
T006327,2024-10-01 08:07:43,C03683,S005,P006,,3,2.0,0.0,6.0,3.0,3.0
T006328,2024-08-16 00:07:55,C00921,S008,P024,,4,12.0,0.0,51.84,16.0,35.84
T006329,2025-11-09 02:11:27,C02748,S002,P020,,2,5.25,0.0,9.9,4.0,5.9
T006330,2025-06-13 14:13:46,C00641,S007,P002,,4,1.89,0.0,7.56,4.4,3.16
